,dist,date,party,name,votes,stab,stcd,justice,tea,trump,LW_new,RW_either,RW_both,Extreme_ new,casesSum,deathsSum,casesMax,deathsMax,totVotes,voteSh,extreme,partyClean,caseSh,clust,log_cases,log_death
201,H_28,2020-03-03,DEM,Adam Schiff,109731,CA,628,0,0,0,0,0,0,0,1,0,1,0,143327,0.7655989451,0,DEM,6.98E-06,CA2020-03-03,0.6931471806,0
163,H_20,2020-03-03,DEM,Adam Scow,23716,CA,620,0,0,0,0,0,0,0,11,0,11,0,145795,0.1626667581,0,DEM,7.54E-05,CA2020-03-03,2.48490665,0
126,H_12,2020-03-03,DEM,Agatha Bacelar,3889,CA,612,0,0,0,0,0,0,0,3,0,3,0,232896,0.01669844051,0,DEM,1.29E-05,CA2020-03-03,1.386294361,0
218,H_31,2020-03-03,GOP,Agnes Gibboney,0,CA,631,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GOP,NA,CA2020-03-03,0,0
255,H_41,2020-03-03,GOP,Aja Smith,36397,CA,641,0,0,0,0,0,0,0,0,0,0,0,36397,1,0,GOP,0,CA2020-03-03,0,0
280,H_47,2020-03-03,DEM,Alan Lowenthal,72343,CA,647,0,0,0,0,0,0,0,4,0,3,0,103508,0.6989121614,0,DEM,3.86E-05,CA2020-03-03,1.609437912,0
224,H_33,2020-03-03,DEM,Albert Goldberg,8919,CA,633,0,0,0,0,0,0,0,1,0,1,0,152761,0.05838532086,0,DEM,6.55E-06,CA2020-03-03,0.6931471806,0
138,H_15,2020-03-03,GOP,Alison Hayden,29820,CA,615,0,0,0,0,0,0,0,3,0,2,0,43435,0.6865431104,0,GOP,6.91E-05,CA2020-03-03,1.386294361,0
100,H_7,2020-03-03,DEM,Ami Bera,105713,CA,607,0,0,0,0,0,0,0,3,0,3,0,120761,0.8753902336,0,DEM,2.48E-05,CA2020-03-03,1.386294361,0
294,H_50,2020-03-03,DEM,Ammar Campa-Najjar,71910,CA,650,0,0,0,0,0,0,0,1,0,1,0,82759,0.8689085175,0,DEM,1.21E-05,CA2020-03-03,0.6931471806,0
281,H_47,2020-03-03,GOP,Amy West,23094,CA,647,0,0,0,0,0,0,0,4,0,3,0,55821,0.4137152684,0,GOP,7.17E-05,CA2020-03-03,1.609437912,0
264,H_44,2020-03-03,DEM,Analilia Joya,12791,CA,644,0,0,0,0,0,0,0,1,0,1,0,76764,0.1666275858,0,DEM,1.30E-05,CA2020-03-03,0.6931471806,0
177,H_24,2020-03-03,GOP,Andy Caldwell,89941,CA,624,0,0,0,0,0,0,0,0,0,0,0,89941,1,0,GOP,0,CA2020-03-03,0,0
209,H_29,2020-03-03,DEM,Angelica Duenas,22141,CA,629,0,0,0,0,0,0,0,1,0,1,0,82010,0.2699792708,0,DEM,1.22E-05,CA2020-03-03,0.6931471806,0
184,H_25,2020-03-03,DEM,Anibal Valdez-Ortega,4871,CA,625,0,0,0,0,0,0,0,1,0,1,0,76200,0.06392388451,0,DEM,1.31E-05,CA2020-03-03,0.6931471806,0
153,H_18,2020-03-03,DEM,Anna Eshoo,143965,CA,618,0,0,0,0,0,0,0,12,0,11,0,182098,0.7905907808,0,DEM,6.59E-05,CA2020-03-03,2.564949357,0
310,H_53,2020-03-03,DEM,Annette Meza,4103,CA,653,0,0,0,0,0,0,0,1,0,1,0,137632,0.02981138107,0,DEM,7.27E-06,CA2020-03-03,0.6931471806,0
249,H_40,2020-03-03,DEM,Anthony Felix,9372,CA,640,0,0,0,0,0,0,0,1,0,1,0,57938,0.1617591218,0,DEM,1.73E-05,CA2020-03-03,0.6931471806,0
202,H_28,2020-03-03,DEM,Ara Manoogian,3258,CA,628,0,0,0,0,0,0,0,1,0,1,0,143327,0.02273123696,0,DEM,6.98E-06,CA2020-03-03,0.6931471806,0
73,H_1,2020-03-03,DEM,Audrey Denney,89873,CA,601,0,0,0,0,0,0,0,2,0,2,0,98339,0.9139100459,0,DEM,2.03E-05,CA2020-03-03,1.098612289,0
139,H_15,2020-03-03,DEM,Austin Intal,2545,CA,615,0,0,0,0,0,0,0,3,0,2,0,130005,0.01957617015,0,DEM,2.31E-05,CA2020-03-03,1.386294361,0
132,H_13,2020-03-03,DEM,Barbara Lee,0,CA,613,0,0,0,0,0,0,0,5,0,3,0,0,1,0,DEM,Inf,CA2020-03-03,1.791759469,0
197,H_27,2020-03-03,GOP,Beatrice Cardenas,19344,CA,627,0,0,0,0,0,0,0,1,0,1,0,41540,0.4656716418,0,GOP,2.41E-05,CA2020-03-03,0.6931471806,0
96,H_6,2020-03-03,DEM,Benjamin Emard,12938,CA,606,0,0,0,0,0,0,0,3,0,3,0,130662,0.09901884251,0,DEM,2.30E-05,CA2020-03-03,1.386294361,0
265,H_44,2020-03-03,GOP,Billy Earley,11749,CA,644,0,0,0,0,0,0,0,1,0,1,0,11749,1,0,GOP,8.51E-05,CA2020-03-03,0.6931471806,0
105,H_8,2020-03-03,DEM,Bob Conaway,8938,CA,608,0,0,0,0,0,0,0,0,0,0,0,53941,0.1656995606,0,DEM,0,CA2020-03-03,0,0
117,H_10,2020-03-03,GOP,Bob Elliott,19135,CA,610,0,0,0,0,0,0,0,0,0,0,0,73750,0.2594576271,0,GOP,0,CA2020-03-03,0,0
154,H_18,2020-03-03,LIB,Bob Goodwyn,4354,CA,618,0,0,0,0,0,0,0,12,0,11,0,4354,1,0,THIRD,0.002756086357,CA2020-03-03,2.564949357,0
170,H_22,2020-03-03,DEM,Bobby Bliatout,22028,CA,622,0,0,0,0,0,0,0,0,0,0,0,69411,0.3173560387,0,DEM,0,CA2020-03-03,0,0
213,H_30,2020-03-03,DEM,Brad Sherman,98844,CA,630,0,0,0,0,0,0,0,1,0,1,0,131400,0.7522374429,0,DEM,7.61E-06,CA2020-03-03,0.6931471806,0
286,H_48,2020-03-03,GOP,Brian Burley,25876,CA,648,0,0,0,0,0,0,0,3,0,3,0,107888,0.2398413169,0,GOP,2.78E-05,CA2020-03-03,1.386294361,0
214,H_30,2020-03-03,DEM,Brian Carroll,5934,CA,630,0,0,0,0,0,0,0,1,0,1,0,131400,0.04515981735,0,DEM,7.61E-06,CA2020-03-03,0.6931471806,0
295,H_50,2020-03-03,GOP,Brian Jones,21064,CA,650,0,0,0,0,0,0,0,1,0,1,0,110870,0.1899882746,0,GOP,9.02E-06,CA2020-03-03,0.6931471806,0
292,H_49,2020-03-03,GOP,Brian Maryott,0,CA,649,0,0,0,0,0,0,0,4,0,3,0,0,1,0,GOP,Inf,CA2020-03-03,1.609437912,0
210,H_29,2020-03-03,GOP,Brian Perras,14499,CA,629,0,0,0,0,0,0,0,1,0,1,0,14499,1,0,GOP,6.90E-05,CA2020-03-03,0.6931471806,0
86,H_4,2020-03-03,DEM,Brynne Kennedy,108246,CA,604,0,0,0,0,0,0,0,2,0,2,0,108246,1,0,DEM,1.85E-05,CA2020-03-03,1.098612289,0
101,H_7,2020-03-03,GOP,Buzz Patterson,70639,CA,607,0,0,0,0,0,0,0,3,0,3,0,84603,0.8349467513,0,GOP,3.55E-05,CA2020-03-03,1.386294361,0
250,H_40,2020-03-03,GOP,C Antonio Delgado,10357,CA,640,0,0,0,0,0,0,0,1,0,1,0,10357,1,0,GOP,9.66E-05,CA2020-03-03,0.6931471806,0
296,H_50,2020-03-03,GOP,Carl DeMaio,39521,CA,650,0,0,0,0,0,0,0,1,0,1,0,110870,0.3564625237,0,GOP,9.02E-06,CA2020-03-03,0.6931471806,0
183,H_25,2020-03-03,DEM,Cenk Uygur,9184,CA,625,0,0,0,0,0,0,0,1,0,1,0,76200,0.1205249344,0,DEM,1.31E-05,CA2020-03-03,0.6931471806,0
203,H_28,2020-03-03,DEM,Chad Anderson,2316,CA,628,0,0,0,0,0,0,0,1,0,1,0,143327,0.01615885353,0,DEM,6.98E-06,CA2020-03-03,0.6931471806,0
78,H_2,2020-03-03,AIP,Charles Coppock,3252,CA,602,0,0,0,0,0,0,0,4,0,2,0,3252,1,0,THIRD,0.0012300123,CA2020-03-03,1.609437912,0
97,H_6,2020-03-03,GOP,Chris Bish,24044,CA,606,0,0,0,0,0,0,0,3,0,3,0,36900,0.651598916,0,GOP,8.13E-05,CA2020-03-03,1.386294361,0
102,H_7,2020-03-03,GRN,Chris Richardson,4808,CA,607,0,0,0,0,0,0,0,3,0,3,0,4808,1,0,THIRD,0.0006239600666,CA2020-03-03,1.386294361,0
311,H_53,2020-03-03,GOP,Chris Stoddard,25471,CA,653,0,0,0,0,0,0,0,1,0,1,0,54507,0.4672977783,0,GOP,1.83E-05,CA2020-03-03,0.6931471806,0
198,H_27,2020-03-03,NPP,Christian Daly,6462,CA,627,0,0,0,0,0,0,0,1,0,1,0,6462,1,0,THIRD,0.0001547508511,CA2020-03-03,0.6931471806,0
106,H_8,2020-03-03,DEM,Christine Bubser,41147,CA,608,0,0,0,0,0,0,0,0,0,0,0,53941,0.7628149274,0,DEM,0,CA2020-03-03,0,0
268,H_45,2020-03-03,GOP,Christopher Gonzales,5441,CA,645,0,0,0,0,0,0,0,3,0,3,0,109611,0.04963917855,0,GOP,2.74E-05,CA2020-03-03,1.386294361,0
182,H_25,2020-03-03,DEM,Christopher Smith,2058,CA,625,0,0,0,0,0,0,0,1,0,1,0,76200,0.02700787402,0,DEM,1.31E-05,CA2020-03-03,0.6931471806,0
185,H_25,2020-03-03,DEM,Christy Smith,49411,CA,625,0,0,0,0,0,0,0,1,0,1,0,76200,0.6484383202,0,DEM,1.31E-05,CA2020-03-03,0.6931471806,0
215,H_30,2020-03-03,DEM,Courtney Berina,18760,CA,630,0,0,0,0,0,0,0,1,0,1,0,131400,0.1427701674,0,DEM,7.61E-06,CA2020-03-03,0.6931471806,0
134,H_14,2020-03-03,DEM,Cristos Goodrow,7564,CA,614,0,0,0,0,0,0,0,4,0,3,0,162406,0.04657463394,0,DEM,2.46E-05,CA2020-03-03,1.609437912,0
80,H_2,2020-03-03,GOP,Dale Mensing,49175,CA,602,0,0,0,0,0,0,0,4,0,2,0,49175,1,0,GOP,8.13E-05,CA2020-03-03,1.609437912,0
190,H_25,2020-03-03,GOP,Daniel Mercuri,905,CA,625,0,0,0,0,0,0,0,1,0,1,0,77244,0.01171612035,0,GOP,1.29E-05,CA2020-03-03,0.6931471806,0
171,H_22,2020-03-03,DEM,Dary Rezvani,5259,CA,622,0,0,0,0,0,0,0,0,0,0,0,69411,0.07576608895,0,DEM,0,CA2020-03-03,0,0
230,H_34,2020-03-03,DEM,David Kim,22715,CA,634,0,0,0,0,0,0,0,1,0,1,0,99861,0.227466178,0,DEM,1.00E-05,CA2020-03-03,0.6931471806,0
189,H_25,2020-03-03,GOP,David Lozano,6226,CA,625,0,0,0,0,0,0,0,1,0,1,0,77244,0.08060172958,0,GOP,1.29E-05,CA2020-03-03,0.6931471806,0
251,H_40,2020-03-03,DEM,David Sanchez,10098,CA,640,0,0,0,0,0,0,0,1,0,1,0,57938,0.174289758,0,DEM,1.73E-05,CA2020-03-03,0.6931471806,0
127,H_12,2020-03-03,GOP,Deanna Lorraine,4635,CA,612,0,0,0,0,0,0,0,3,0,3,0,24518,0.1890447834,0,GOP,0.0001223590831,CA2020-03-03,1.386294361,0
140,H_15,2020-03-03,NPP,Don Grundmann,2192,CA,615,0,0,0,0,0,0,0,3,0,2,0,2192,1,0,THIRD,0.001368613139,CA2020-03-03,1.386294361,0
269,H_45,2020-03-03,GOP,Don Sedgwick,28460,CA,645,0,0,0,0,0,0,0,3,0,3,0,109611,0.2596454735,0,GOP,2.74E-05,CA2020-03-03,1.386294361,0
98,H_6,2020-03-03,DEM,Doris Matsui,117724,CA,606,0,0,0,0,0,0,0,3,0,3,0,130662,0.9009811575,0,DEM,2.30E-05,CA2020-03-03,1.386294361,0
75,H_1,2020-03-03,GOP,Doug LaMalfa,126698,CA,601,0,0,0,0,0,0,0,2,0,2,0,126698,1,0,GOP,1.58E-05,CA2020-03-03,1.098612289,0
275,H_46,2020-03-03,NPP,Ed Rushman,3287,CA,646,0,0,0,0,0,0,0,3,0,3,0,5666,0.5801270738,0,THIRD,0.0005294740558,CA2020-03-03,1.386294361,0
220,H_32,2020-03-03,DEM,Emanuel Gonzales,14330,CA,632,0,0,0,0,0,0,0,1,0,1,0,82891,0.1728776345,0,DEM,1.21E-05,CA2020-03-03,0.6931471806,0
193,H_26,2020-03-03,DEM,Enrique Petris,3274,CA,626,0,0,0,0,0,0,0,1,0,1,0,117130,0.02795184837,0,DEM,8.54E-06,CA2020-03-03,0.6931471806,0
204,H_28,2020-03-03,GOP,Eric Early,23153,CA,628,0,0,0,0,0,0,0,1,0,1,0,30201,0.766630244,0,GOP,3.31E-05,CA2020-03-03,0.6931471806,0
173,H_22,2020-03-03,NPP,Eric Garcia,4501,CA,622,0,0,0,0,0,0,0,0,0,0,0,4501,1,0,THIRD,0,CA2020-03-03,0,0
312,H_53,2020-03-03,DEM,Eric Kutner,691,CA,653,0,0,0,0,0,0,0,1,0,1,0,137632,0.005020634736,0,DEM,7.27E-06,CA2020-03-03,0.6931471806,0
141,H_15,2020-03-03,DEM,Eric Swalwell,103708,CA,615,0,0,0,0,0,0,0,3,0,2,0,130005,0.7977231645,0,DEM,2.31E-05,CA2020-03-03,1.386294361,0
135,H_14,2020-03-03,NPP,Eric Taylor,5893,CA,614,0,0,0,0,0,0,0,4,0,3,0,5893,1,0,THIRD,0.0006787714237,CA2020-03-03,1.609437912,0
237,H_36,2020-03-03,GOP,Erin Cruz,33167,CA,636,0,0,0,0,0,0,0,0,0,0,0,61234,0.5416435314,0,GOP,0,CA2020-03-03,0,0
241,H_37,2020-03-03,GOP,Errol Webber,12020,CA,637,0,0,0,0,0,0,0,1,0,1,0,12020,1,0,GOP,8.32E-05,CA2020-03-03,0.6931471806,0
145,H_16,2020-03-03,DEM,Esmeralda Soria,23161,CA,616,0,0,0,0,0,0,0,0,0,0,0,70351,0.3292206223,0,DEM,0,CA2020-03-03,0,0
313,H_53,2020-03-03,GOP,Famela Ramos,14579,CA,653,0,0,0,0,0,0,0,1,0,1,0,54507,0.2674702332,0,GOP,1.83E-05,CA2020-03-03,0.6931471806,0
314,H_53,2020-03-03,NPP,Fernando Garcia,1712,CA,653,0,0,0,0,0,0,0,1,0,1,0,1712,1,0,THIRD,0.0005841121495,CA2020-03-03,0.6931471806,0
231,H_34,2020-03-03,DEM,Frances Motiwalla,14704,CA,634,0,0,0,0,0,0,0,1,0,1,0,99861,0.1472446701,0,DEM,1.00E-05,CA2020-03-03,0.6931471806,0
205,H_28,2020-03-03,DEM,G. Pudlo,21835,CA,628,0,0,0,0,0,0,0,1,0,1,0,143327,0.1523439408,0,DEM,6.98E-06,CA2020-03-03,0.6931471806,0
186,H_25,2020-03-03,GOP,George Papadopoulos,2740,CA,625,0,0,0,0,0,0,0,1,0,1,0,77244,0.03547201077,0,GOP,1.29E-05,CA2020-03-03,0.6931471806,0
181,H_25,2020-03-03,DEM,Getro Elize,6254,CA,625,0,0,0,0,0,0,0,1,0,1,0,76200,0.08207349081,0,DEM,1.31E-05,CA2020-03-03,0.6931471806,0
246,H_39,2020-03-03,DEM,Gil Cisneros,81133,CA,639,0,0,0,0,0,0,0,4,0,3,0,81133,1,0,DEM,4.93E-05,CA2020-03-03,1.609437912,0
221,H_32,2020-03-03,DEM,Grace Napolitano,59688,CA,632,0,0,0,0,0,0,0,1,0,1,0,82891,0.720078175,0,DEM,1.21E-05,CA2020-03-03,0.6931471806,0
256,H_41,2020-03-03,DEM,Grace Williams,16714,CA,641,0,0,0,0,0,0,0,0,0,0,0,70985,0.2354581954,0,DEM,0,CA2020-03-03,0,0
270,H_45,2020-03-03,GOP,Greg Raths,39933,CA,645,0,0,0,0,0,0,0,3,0,3,0,109611,0.3643156253,0,GOP,2.74E-05,CA2020-03-03,1.386294361,0
76,H_1,2020-03-03,NPP,Gregory Cheadle,2555,CA,601,0,0,0,0,0,0,0,2,0,2,0,5249,0.4867593827,0,THIRD,0.0003810249571,CA2020-03-03,1.098612289,0
287,H_48,2020-03-03,DEM,Harley Rouda,99624,CA,648,0,0,0,0,0,0,0,3,0,3,0,99624,1,0,DEM,3.01E-05,CA2020-03-03,1.386294361,0
298,H_50,2020-03-03,NPP,Helen Horvath,1186,CA,650,0,0,0,0,0,0,0,1,0,1,0,2419,0.4902852418,0,THIRD,0.0004133939644,CA2020-03-03,0.6931471806,0
299,H_50,2020-03-03,NPP,Henry Ota,841,CA,650,0,0,0,0,0,0,0,1,0,1,0,2419,0.3476643241,0,THIRD,0.0004133939644,CA2020-03-03,0.6931471806,0
158,H_19,2020-03-03,GOP,Ignacio Cruz,18901,CA,619,0,0,0,0,0,0,0,11,0,11,0,39223,0.4818856283,0,GOP,0.0002804476965,CA2020-03-03,2.48490665,0
159,H_19,2020-03-03,DEM,Ivan Torres,18238,CA,619,0,0,0,0,0,0,0,11,0,11,0,121425,0.1501997118,0,DEM,9.06E-05,CA2020-03-03,2.48490665,0
136,H_14,2020-03-03,DEM,Jackie Speier,154842,CA,614,0,0,0,0,0,0,0,4,0,3,0,162406,0.9534253661,0,DEM,2.46E-05,CA2020-03-03,1.609437912,0
87,H_4,2020-03-03,GOP,Jacob Thomas,4368,CA,604,0,0,0,0,0,0,0,2,0,2,0,160057,0.02729027784,0,GOP,1.25E-05,CA2020-03-03,1.098612289,0
282,H_47,2020-03-03,DEM,Jalen McLeod,13704,CA,647,0,0,0,0,0,0,0,4,0,3,0,103508,0.1323955636,0,DEM,3.86E-05,CA2020-03-03,1.609437912,0
225,H_33,2020-03-03,GOP,James Bradley,37364,CA,633,0,0,0,0,0,0,0,1,0,1,0,50883,0.7343120492,0,GOP,1.97E-05,CA2020-03-03,0.6931471806,0
107,H_8,2020-03-03,DEM,James Ellars,3856,CA,608,0,0,0,0,0,0,0,0,0,0,0,53941,0.07148551195,0,DEM,0,CA2020-03-03,0,0
288,H_48,2020-03-03,GOP,James Griffin,2712,CA,648,0,0,0,0,0,0,0,3,0,3,0,107888,0.0251371793,0,GOP,2.78E-05,CA2020-03-03,1.386294361,0
276,H_46,2020-03-03,GOP,James Waters,28293,CA,646,0,0,0,0,0,0,0,3,0,3,0,28293,1,0,GOP,0.0001060332945,CA2020-03-03,1.386294361,0
88,H_4,2020-03-03,GOP,Jamie Byers,4703,CA,604,0,0,0,0,0,0,0,2,0,2,0,160057,0.02938328221,0,GOP,1.25E-05,CA2020-03-03,1.098612289,0
316,H_53,2020-03-03,DEM,Janessa Goldbeck,16540,CA,653,0,0,0,0,0,0,0,1,0,1,0,137632,0.1201755406,0,DEM,7.27E-06,CA2020-03-03,0.6931471806,0
79,H_2,2020-03-03,DEM,Jared Huffman,172635,CA,602,0,0,0,0,0,0,0,4,0,2,0,190687,0.9053317741,0,DEM,2.10E-05,CA2020-03-03,1.609437912,0
94,H_5,2020-03-03,DEM,Jason Kishineff,5460,CA,605,0,0,0,0,0,0,0,16,0,12,0,163356,0.03342393301,0,DEM,9.79E-05,CA2020-03-03,2.833213344,0
160,H_19,2020-03-03,NPP,Jason Mallory,3460,CA,619,0,0,0,0,0,0,0,11,0,11,0,3460,1,0,THIRD,0.003179190751,CA2020-03-03,2.48490665,0
103,H_7,2020-03-03,DEM,Jeff Burdick,15048,CA,607,0,0,0,0,0,0,0,3,0,3,0,120761,0.1246097664,0,DEM,2.48E-05,CA2020-03-03,1.386294361,0
109,H_8,2020-03-03,NPP,Jeff Esmus,3970,CA,608,0,0,0,0,0,0,0,0,0,0,0,3970,1,0,THIRD,0,CA2020-03-03,0,0
164,H_20,2020-03-03,GOP,Jeff Gorman,37589,CA,620,0,0,0,0,0,0,0,11,0,11,0,37589,1,0,GOP,0.0002926388039,CA2020-03-03,2.48490665,0
206,H_28,2020-03-03,NPP,Jennifer Barbosa,10322,CA,628,0,0,0,0,0,0,0,1,0,1,0,10322,1,0,THIRD,9.69E-05,CA2020-03-03,0.6931471806,0
110,H_8,2020-03-03,GOP,Jeremy Staat,2246,CA,608,0,0,0,0,0,0,0,0,0,0,0,85468,0.0262788412,0,GOP,0,CA2020-03-03,0,0
111,H_8,2020-03-03,GOP,Jerry Laws,1972,CA,608,0,0,0,0,0,0,0,0,0,0,0,85468,0.02307296298,0,GOP,0,CA2020-03-03,0,0
114,H_9,2020-03-03,DEM,Jerry McNerney,80098,CA,609,0,0,0,0,0,0,0,4,0,3,0,80098,1,0,DEM,4.99E-05,CA2020-03-03,1.609437912,0
146,H_16,2020-03-03,DEM,Jim Costa,40846,CA,616,0,0,0,0,0,0,0,0,0,0,0,70351,0.5806029765,0,DEM,0,CA2020-03-03,0,0
306,H_52,2020-03-03,GOP,Jim DeBello,72674,CA,652,0,0,0,0,0,0,0,1,0,1,0,72674,1,0,GOP,1.38E-05,CA2020-03-03,0.6931471806,0
232,H_34,2020-03-03,DEM,Jimmy Gomez,56447,CA,634,0,0,0,0,0,0,0,1,0,1,0,99861,0.5652557054,0,DEM,1.00E-05,CA2020-03-03,0.6931471806,0
165,H_20,2020-03-03,DEM,Jimmy Panetta,122079,CA,620,0,0,0,0,0,0,0,11,0,11,0,145795,0.8373332419,0,DEM,7.54E-05,CA2020-03-03,2.48490665,0
233,H_34,2020-03-03,GOP,Joanne Wright,8420,CA,634,0,0,0,0,0,0,0,1,0,1,0,8420,1,0,GOP,0.0001187648456,CA2020-03-03,0.6931471806,0
317,H_53,2020-03-03,DEM,Joaquin Vazquez,2829,CA,653,0,0,0,0,0,0,0,1,0,1,0,137632,0.02055481283,0,DEM,7.27E-06,CA2020-03-03,0.6931471806,0
149,H_17,2020-03-03,LIB,Joe Dehn,3477,CA,617,0,0,0,0,0,0,0,13,0,11,0,3477,1,0,THIRD,0.003738855335,CA2020-03-03,2.63905733,0
283,H_47,2020-03-03,GOP,John Briscoe,26880,CA,647,0,0,0,0,0,0,0,4,0,3,0,55821,0.4815392057,0,GOP,7.17E-05,CA2020-03-03,1.609437912,0
318,H_53,2020-03-03,DEM,John Brooks,2680,CA,653,0,0,0,0,0,0,0,1,0,1,0,137632,0.01947221576,0,DEM,7.27E-06,CA2020-03-03,0.6931471806,0
128,H_12,2020-03-03,GOP,John Dennis,19883,CA,612,0,0,0,0,0,0,0,3,0,3,0,24518,0.8109552166,0,GOP,0.0001223590831,CA2020-03-03,1.386294361,0
83,H_3,2020-03-03,DEM,John Garamendi,101970,CA,603,0,0,0,0,0,0,0,15,0,12,0,101970,1,0,DEM,0.0001471020888,CA2020-03-03,2.772588722,0
289,H_48,2020-03-03,GOP,John Schuesler,4898,CA,648,0,0,0,0,0,0,0,3,0,3,0,107888,0.04539893223,0,GOP,2.78E-05,CA2020-03-03,1.386294361,0
92,H_5,2020-03-03,DEM,John Tyler,18998,CA,605,0,0,0,0,0,0,0,16,0,12,0,163356,0.1162981464,0,DEM,9.79E-05,CA2020-03-03,2.833213344,0
199,H_27,2020-03-03,GOP,Johnny Nalbandian,22196,CA,627,0,0,0,0,0,0,0,1,0,1,0,41540,0.5343283582,0,GOP,2.41E-05,CA2020-03-03,0.6931471806,0
104,H_7,2020-03-03,GOP,Jon Ivy,13964,CA,607,0,0,0,0,0,0,0,3,0,3,0,84603,0.1650532487,0,GOP,3.55E-05,CA2020-03-03,1.386294361,0
319,H_53,2020-03-03,DEM,Jose Caballero,3052,CA,653,0,0,0,0,0,0,0,1,0,1,0,137632,0.02217507556,0,DEM,7.27E-06,CA2020-03-03,0.6931471806,0
300,H_50,2020-03-03,PFP,Jose Cortes,1642,CA,650,0,0,0,0,0,0,0,1,0,1,0,1642,1,0,THIRD,0.0006090133983,CA2020-03-03,0.6931471806,0
320,H_53,2020-03-03,DEM,Joseph Fountain,3713,CA,653,0,0,0,0,0,0,0,1,0,1,0,137632,0.02697773774,0,DEM,7.27E-06,CA2020-03-03,0.6931471806,0
77,H_1,2020-03-03,NPP,Joseph LeTourneau,2694,CA,601,0,0,0,0,0,0,0,2,0,2,0,5249,0.5132406173,0,THIRD,0.0003810249571,CA2020-03-03,1.098612289,0
118,H_10,2020-03-03,DEM,Josh Harder,62899,CA,610,0,0,0,0,0,0,0,0,0,0,0,70616,0.8907188173,0,DEM,0,CA2020-03-03,0,0
222,H_32,2020-03-03,GOP,Joshua Scott,32547,CA,632,0,0,0,0,0,0,0,1,0,1,0,32547,1,0,GOP,3.07E-05,CA2020-03-03,0.6931471806,0
304,H_51,2020-03-03,GOP,Juan Hidalgo,0,CA,651,0,0,0,0,0,0,0,1,0,1,0,0,1,0,GOP,Inf,CA2020-03-03,0.6931471806,0
305,H_51,2020-03-03,DEM,Juan Vargas,0,CA,651,0,0,0,0,0,0,0,1,0,1,0,0,1,0,DEM,Inf,CA2020-03-03,0.6931471806,0
200,H_27,2020-03-03,DEM,Judy Chu,116875,CA,627,0,0,0,0,0,0,0,1,0,1,0,116875,1,0,DEM,8.56E-06,CA2020-03-03,0.6931471806,0
194,H_26,2020-03-03,DEM,Julia Brownley,102112,CA,626,0,0,0,0,0,0,0,1,0,1,0,117130,0.8717834884,0,DEM,8.54E-06,CA2020-03-03,0.6931471806,0
89,H_4,2020-03-03,GOP,Julianne Benzel,11705,CA,604,0,0,0,0,0,0,0,2,0,2,0,160057,0.07313019737,0,GOP,1.25E-05,CA2020-03-03,1.098612289,0
161,H_19,2020-03-03,GOP,Justin Aguilera,20322,CA,619,0,0,0,0,0,0,0,11,0,11,0,39223,0.5181143717,0,GOP,0.0002804476965,CA2020-03-03,2.48490665,0
112,H_8,2020-03-03,GOP,Justin Whitehead,1275,CA,608,0,0,0,0,0,0,0,0,0,0,0,85468,0.014917864,0,GOP,0,CA2020-03-03,0,0
242,H_37,2020-03-03,DEM,Karen Bass,139169,CA,637,0,0,0,0,0,0,0,1,0,1,0,139169,1,0,DEM,7.19E-06,CA2020-03-03,0.6931471806,0
271,H_45,2020-03-03,DEM,Katie Porter,112956,CA,645,0,0,0,0,0,0,0,3,0,3,0,112956,1,0,DEM,2.66E-05,CA2020-03-03,1.386294361,0
234,H_34,2020-03-03,DEM,Keanakay Scott,5995,CA,634,0,0,0,0,0,0,0,1,0,1,0,99861,0.06003344649,0,DEM,1.00E-05,CA2020-03-03,0.6931471806,0
258,H_42,2020-03-03,GOP,Ken Calvert,94902,CA,642,0,0,0,0,0,0,0,0,0,0,0,94902,1,0,GOP,0,CA2020-03-03,0,0
188,H_25,2020-03-03,GOP,Kenneth Jenks,682,CA,625,0,0,0,0,0,0,0,1,0,1,0,77244,0.008829164725,0,GOP,1.29E-05,CA2020-03-03,0.6931471806,0
226,H_33,2020-03-03,NPP,Kenneth Wright,9561,CA,633,0,0,0,0,0,0,0,1,0,1,0,9561,1,0,THIRD,0.0001045915699,CA2020-03-03,0.6931471806,0
178,H_24,2020-03-03,NPP,Kenneth Young,8561,CA,624,0,0,0,0,0,0,0,0,0,0,0,8561,1,0,THIRD,0,CA2020-03-03,0,0
147,H_16,2020-03-03,GOP,Kevin Cookingham,38400,CA,616,0,0,0,0,0,0,0,0,0,0,0,38400,1,0,GOP,0,CA2020-03-03,0,0
175,H_23,2020-03-03,GOP,Kevin McCarthy,0,CA,623,0,0,0,0,0,0,0,1,0,1,0,0,1,0,GOP,Inf,CA2020-03-03,0.6931471806,0
176,H_23,2020-03-03,DEM,Kim Mangone,0,CA,623,0,0,0,0,0,0,0,1,0,1,0,0,1,0,DEM,Inf,CA2020-03-03,0.6931471806,0
148,H_16,2020-03-03,DEM,Kimberly Williams,6344,CA,616,0,0,0,0,0,0,0,0,0,0,0,70351,0.09017640119,0,DEM,0,CA2020-03-03,0,0
243,H_37,2020-03-03,NPP,Larry Thompson,6723,CA,637,0,0,0,0,0,0,0,1,0,1,0,6723,1,0,THIRD,0.0001487431206,CA2020-03-03,0.6931471806,0
